10.95864;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
10.97567;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
10.99171;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.00826;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.02485;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.04169;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.05798;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.07479;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.09118;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.10778;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.12485;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.14083;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.15743;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.17476;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.19068;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.20714;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.22372;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.2402;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.25679;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.27371;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.28987;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.30647;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.32301;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.33972;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.35615;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
11.37271;2.69,0.07999992,4.63;2.063241,-1.1976083.551222;2.69,0.07999992,4.63;0,0,0;0
